description	timestamp	longitude	latitude	reportId	class	zip	city	state
Report 9296: Hunter has daytime sighting near Huntington Lake | Class A | Fresno County 	2001-10-25T12:00:00Z	-119.2119	37.23389	9296	A	06019	Fresno	CA
Report 9357: Workers have daytime sighting on Tule River Indian Reservation | Class A | Tulare County 	2000-05-01T12:00:00Z	-118.7402	36.0438	9357	A	06107	Tulare	CA
Report 9555: Retired Law Enforcement Officer Has Daytime Sighting | Class A | Nevada County 	2004-08-16T12:00:00Z	-120.3275	39.31917	9555	A	06057	Nevada	CA
Report 10980: Man has late night sighting near Twain Harte | Class A | Tuolumne County 	2003-12-24T12:00:00Z	-120.2434	38.0312	10980	A	06109	Tuolumne	CA
Report 11162: Family has sightings and encounters in Santa Cruz mountains | Class A | Santa Cruz County 	2004-10-01T12:00:00Z	-121.7	37	11162	A	06085	Santa Clara	CA
Report 11496: Lady has two Northern California sightings, over a 20year period. | Class A | Shasta County 	1997-07-15T12:00:00Z	-122.1667	40.75	11496	A	06089	Shasta	CA
Report 11576: Woman has close up night sighting in car lights on Highway 299 | Class A | Humboldt County 	1988-10-15T12:00:00Z	-123.55	40.85	11576	A	06105	Trinity	CA
Report 11656: Couple Has Early Evening Encounter Near Stumpy Meadow Reservoir | Class A | El Dorado County 	2004-11-01T12:00:00Z	-120.6033	38.90333	11656	A	06017	El Dorado	CA
Report 11897: Three young adults encounter large aggressive biped while fishing the San Joaquin River | Class A | Fresno County 	1991-06-28T12:00:00Z	-120.201	36.7818	11897	A	06019	Fresno	CA
Report 11986: Daylight sighting by guide and two tourists at Lake Shasta Caverns | Class A | Shasta County 	2001-03-15T12:00:00Z	-122.278	40.7974	11986	A	06089	Shasta	CA
Report 12247: Two teenage girls have daytime encounter on Big Sur Coast | Class A | Monterey County 	1974-04-15T12:00:00Z	-121.2919	35.5565	12247	A	ERROR	ERROR	ERROR
Report 12292: Daylight sighting by hikers in Ventana Wilderness | Class A | Monterey County 	1986-06-15T12:00:00Z	-121.7146	36.3779	12292	A	06053	Monterey	CA
Report 12294: Daylight sighting near Happy Camp | Class A | Siskiyou County 	1967-03-10T12:00:00Z	-123.35	41.75	12294	A	06093	Siskiyou	CA
Report 12383: Hiking family has daytime encounter in Sierra | Class A | Mono County 	2005-08-21T12:00:00Z	-119.5483	38.3068	12383	A	06051	Mono	CA
Report 12649: Man recalls daytime sighting in a canyon outside Nevada City | Class A | Nevada County 	1987-09-15T12:00:00Z	-121.0517	39.25396	12649	A	06057	Nevada	CA
Report 12917: Vehicle passenger's daylight sighting near Hiouchi | Class A | Del Norte County 	1979-10-25T12:00:00Z	-123.85	41.65	12917	A	06015	Del Norte	CA
Report 13419: Firefighter describes multiple-witness sighting during the Loma Fire | Class A | Trinity County 	2003-09-15T12:00:00Z	-123.2718	40.7485	13419	A	06105	Trinity	CA
Report 13424: Trail bike rider describes being briefly chased at night near Happy Camp | Class A | Siskiyou County 	1993-12-15T12:00:00Z	-123.35	41.75	13424	A	06093	Siskiyou	CA
Report 14338: Old newspaper article (Titusville Morning Herald - Pennsylvania) about sightings near Orestimba Creek in the Diablo (Devil) Mountains | Class A | Stanislaus County 	1869-11-10T12:00:00Z	-121.4871	37.39555	14338	A	06085	Santa Clara	CA
Report 14407: Daylight sighting by camper 7-8 northwest of Independence Lake | Class A | Nevada County 	1993-09-05T12:00:00Z	-120.3784	39.50435	14407	A	06091	Sierra	CA
Report 14642: Evening road crossing sighting near Lewiston (Hwy 299) | Class A | Trinity County 	1982-08-09T12:00:00Z	-122.8055	40.6789	14642	A	06105	Trinity	CA
Report 15821: Backpacker's moonlit encounter near the trail from Wright's Lake to Enchanted Pools | Class A | El Dorado County 	2005-08-20T12:00:00Z	-120.2201	38.86165	15821	A	06017	El Dorado	CA
Report 15855: Daylight sighting by motorist near Laurel Canyon in the Mammoth Lakes area | Class A | Mono County 	2006-06-17T12:00:00Z	-118.9166	37.58325	15855	A	06051	Mono	CA
Report 16342: Possible sighting by motorist beside Highway 101 between Orick and Trinidad | Class A | Humboldt County 	2006-10-21T12:00:00Z	-124.0687	41.21385	16342	A	06023	Humboldt	CA
Report 18298: Man collecting pine nuts retreats from intimidation approach, above French Gulch near Lake Shasta | Class A | Shasta County 	2007-04-18T12:00:00Z	-122.6667	40.7333	18298	A	06089	Shasta	CA
Report 20197: Nighttime sighting by motorist near Mt. Madonna Park in the Santa Cruz Mountains | Class A | Santa Cruz County 	1980-10-11T12:00:00Z	-121.7138	38.4906	20197	A	06095	Solano	CA
Report 21354: Multi-witness road-crossing sighting on Hwy 96 outside Happy Camp | Class A | Siskiyou County 	2007-09-11T12:00:00Z	-123.1668	41.8333	21354	A	06093	Siskiyou	CA
Report 21674: Man describes incident in teen years: Daylight encounter by two young men in the Green Valley area | Class A | Los Angeles County 	2007-10-10T12:00:00Z	-118.4333	34.6167	21674	A	06037	Los Angeles	CA
Report 22434: Backpacker sighting off the PCT in the Marble Mountains Wilderness | Class A | Siskiyou County 	1998-08-03T12:00:00Z	-123.056	41.28996	22434	A	06093	Siskiyou	CA
Report 22500: Paranormal investigator describes encounter near Covelo | Class A | Mendocino County 	2007-12-15T12:00:00Z	-123.2393	39.83929	22500	A	06045	Mendocino	CA
Report 23768: Brief, blurry video footage of a possible sasquatch at Mono Lake | Class A | Mono County 	2008-07-09T12:00:00Z	-119	37.9333	23768	A	06051	Mono	CA
Report 24146: Man Has Face to Face Encounter Outside of Willits | Class A | Mendocino County 	2008-07-08T12:00:00Z	-123.3899	39.51489	24146	A	06045	Mendocino	CA
Report 24574: Man remembers seeing an animal move through a ravine near Yosemite | Class A | Tuolumne County 	1993-08-13T12:00:00Z	-119.7853	38.33115	24574	A	06109	Tuolumne	CA
Report 24648: Man retells his close, visual encounter at dawn on Pine Mountain as a young deer hunter | Class A | Ventura County 	2008-09-14T12:00:00Z	-119.2916	34.625	24648	A	06111	Ventura	CA
Report 24936: Man remembers observing a large creature in a desert setting as he left his residence north of Palm Springs | Class A | Riverside County 	2008-12-01T12:00:00Z	-116.5333	33.95002	24936	A	06065	Riverside	CA
Report 24938: Daylight sighting by backpacker near Pacific Crest Trail west of Independence observes two creatures during the afternoon on the PCT | Class A | Tulare County 	2008-10-27T12:00:00Z	-118.375	36.70835	24938	A	06107	Tulare	CA
Report 25009: Youngsters encounter large, grey creature in a sugar beet field | Class A | Stanislaus County 	1962-08-14T12:00:00Z	-121.07	37.475	25009	A	06099	Stanislaus	CA
Report 25260: Nighttime sighting (in headlights) by law enforcement officer on patrol near Cloverdale | Class A | Sonoma County 	2007-09-08T12:00:00Z	-123.0585	38.83996	25260	A	06097	Sonoma	CA
Report 25266: Two men recall a nighttime face to face encounter on lonely Hwy. 395 | Class A | Inyo County 	2009-01-12T12:00:00Z	-118.125	36.79165	25266	A	06027	Inyo	CA
Report 25444: High school teacher recalls a nighttime sighting while camping in the Los Padres National Forest | Class A | Santa Barbara County 	1982-04-15T12:00:00Z	-119.9254	34.73389	25444	A	06083	Santa Barbara	CA
Report 26116: Man has close encounter near Oregon border | Class A | Siskiyou County 	2009-06-03T12:00:00Z	-123.1749	41.98645	26116	A	06093	Siskiyou	CA
Report 26258: Nightime sighting by a couple along a main highway between South Lake Tahoe and Placerville | Class A | El Dorado County 	2009-07-15T12:00:00Z	-120.2083	38.79998	26258	A	06017	El Dorado	CA
Report 26850: Forestry Worker Observes a Sasquatch in Clear-Cut Near Feather River | Class A | Butte County 	1993-09-30T12:00:00Z	-121.18	39.705	26850	A	06063	Plumas	CA
Report 27177: Man remembers sighting while driving on a lonely dark two-lane road near Gorman  | Class A | Los Angeles County 	2010-01-22T12:00:00Z	-118.5834	34.76666	27177	A	06037	Los Angeles	CA
Report 27609: Daughter and Mother both observe a large dark creature in the Klamath River bottom | Class A | Siskiyou County 	2010-04-22T12:00:00Z	-123.4498	41.65925	27609	A	06093	Siskiyou	CA
Report 28432: Motorists have sighting along Highway 88 north of Clements | Class A | Amador County 	2010-10-25T12:00:00Z	-121	38.25	28432	A	06005	Amador	CA
Report 32654: Family has sighting while driving along Hwy 96 near Yreka, CA  | Class A | Siskiyou County 	2011-12-03T12:00:00Z	-122.575	41.845	32654	A	06093	Siskiyou	CA
Report 39181: Deer hunter has sighting in Sierra Nevada Mtns south of Markleeville | Class A | Alpine County 	2012-09-23T12:00:00Z	-119.6234	38.51665	39181	A	06003	Alpine	CA
Report 211: Daylight sighting by a hunter east of Alberta Hwy 22, near Hwy 532  | Class A 	1995-11-18T12:00:00Z	-114.4419	50.4023	211	A	ERROR	ERROR	ERROR
Report 9876: Sighting by hunters south of Longview | Class A 	2003-11-15T12:00:00Z	-114.2347	50.0865	9876	A	ERROR	ERROR	ERROR
Report 10775: Nighttime sighting by motorist at the Saulteaux River | Class A 	1976-02-12T12:00:00Z	-114.3957	55.26332	10775	A	ERROR	ERROR	ERROR
Report 12001: Daylight sighting by motorist outside Edmonton, on Highway 16 near Stony Plain | Class A 	2005-04-15T12:00:00Z	-114.1397	53.62818999999999	12001	A	ERROR	ERROR	ERROR
Report 12647: Sighting by camper at Camp Alexo near Nordegg | Class A 	1998-06-30T12:00:00Z	-115.8742	52.51666	12647	A	ERROR	ERROR	ERROR
Report 17290:  Woman describes close encounter when she was 18 near Peace River | Class A 	2008-01-23T12:00:00Z	-117.1638	56.12542999999999	17290	A	ERROR	ERROR	ERROR
Report 27043: Man recalls disturbing two sleeping creatures lying on a road near Redwater | Class A 	1997-06-05T12:00:00Z	-113.0987	53.92005	27043	A	ERROR	ERROR	ERROR
Report 43598: Early morning sighting through binoculars while bird watching in Waterton National Park | Class A 	2011-06-17T12:00:00Z	-114.0243	49.01115	43598	A	ERROR	ERROR	ERROR
Report 2113: Daylight sighting by motorist on Hwy 93 about 20 miles east of Radium | Class A 	2001-03-30T12:00:00Z	-116.0426	50.84333000000001	2113	A	ERROR	ERROR	ERROR
Report 3899: Camper witnesses animal on two legs climbing up gully east of Hope, south of Hwy 3, near Nicolum Creek | Class A 	1999-09-14T12:00:00Z	-121.3177	49.3402	3899	A	ERROR	ERROR	ERROR
Report 4900: Eight-foot bipedal animal seen crossing road near Tete Jaune Cache | Class A 	2002-08-17T12:00:00Z	-119.665	53.08	4900	A	ERROR	ERROR	ERROR
Report 5172: Multi-witness road-crossing sighting outside Fort St.John | Class A 	1965-10-20T12:00:00Z	-121.3324	56.3321	5172	A	ERROR	ERROR	ERROR
Report 6831: Night time sighting by motorist on Highway 40 between Gold Bridge and Lillooet | Class A 	2002-12-20T12:00:00Z	-122.1751	50.80041	6831	A	ERROR	ERROR	ERROR
Report 10001: Motorists have daylight sighting near Fort Liard. | Class A 	1987-04-13T12:00:00Z	-123.12	59.61	10001	A	ERROR	ERROR	ERROR
Report 10633: Daylight sighting by hikers in the Checakmus area | Class A 	2005-02-15T12:00:00Z	-123.2054	49.94374	10633	A	ERROR	ERROR	ERROR
Report 10878: Road crossing sighting outside Halfmoon Bay | Class A 	2005-03-08T12:00:00Z	-123.94	49.54	10878	A	ERROR	ERROR	ERROR
Report 11915: Night time sightings outside Duncan; Other incidents mentioned. | Class A 	2005-06-17T12:00:00Z	-123.8562	49.51069	11915	A	ERROR	ERROR	ERROR
Report 12451: Motorhome driver reports sighting around 7am near Jasper | Class A 	2005-08-14T12:00:00Z	-120.4736	53.59444	12451	A	ERROR	ERROR	ERROR
Report 13232: Daylight sighting near Prince George | Class A 	1977-09-30T12:00:00Z	-122.0064	54.23708	13232	A	ERROR	ERROR	ERROR
Report 13371: Early morning sighting by a trucker on Othello Road. | Class A 	2005-09-10T12:00:00Z	-121.3976	49.62125	13371	A	ERROR	ERROR	ERROR
Report 13464: BC family sees a possible family group of sasquatch | Class A 	2006-01-02T12:00:00Z	-119.8664	49.09555	13464	A	ERROR	ERROR	ERROR
Report 13642: Early morning sighting by 10 year old child in a backyard tent in the Lower Fraser Valley | Class A 	1985-07-31T12:00:00Z	-122.1171	49.40679999999999	13642	A	ERROR	ERROR	ERROR
Report 14328: Old newspaper article (Lima, Ohio) about encounters near Harrison Mills | Class A 	1934-03-04T12:00:00Z	-121.525	49.17499999999999	14328	A	ERROR	ERROR	ERROR
Report 14329: Old newspaper article (Fresno Bee) Univ. Calif. students plan expedition to BC | Class A 	2006-03-02T12:00:00Z	-121.94	49.24	14329	A	ERROR	ERROR	ERROR
Report 14511: Sighting by snowmobilers outside Castlegar | Class A 	1980-12-23T12:00:00Z	-117.8504	49.28569	14511	A	ERROR	ERROR	ERROR
Report 15085: Morning road-crossing sighting by motorist near Revelstoke | Class A 	1985-07-15T12:00:00Z	-118.398	51.05747	15085	A	ERROR	ERROR	ERROR
Report 15274: Early morning sighting on Vancouver Island near Cowichan Lake | Class A 	2006-06-20T12:00:00Z	-124.2872	48.83319	15274	A	ERROR	ERROR	ERROR
Report 17331: Possible sighting at a farm outside Victoria (Vancouver Island) | Class A 	2006-11-15T12:00:00Z	-123.6171	48.56704	17331	A	ERROR	ERROR	ERROR
Report 18534: Daylight sighting by motorist on Hwy 4 near Kennedy Lake | Class A 	2007-03-30T12:00:00Z	-125.3675	49.26528	18534	A	ERROR	ERROR	ERROR
Report 20415: Man describes his childhood observation in daylight on a farm outside Langley | Class A 	1988-05-15T12:00:00Z	-122.6089	49.0922	20415	A	ERROR	ERROR	ERROR
Report 21563: Childhood Sighting Near a House in the Okanagan | Class A 	1974-07-15T12:00:00Z	-119.8076	49.73385	21563	A	ERROR	ERROR	ERROR
Report 23245: Resting elk hunter smells and sees a sasquatch near Whiteswan Lake | Class A 	2007-09-25T12:00:00Z	-115.5743	50.29764999999999	23245	A	ERROR	ERROR	ERROR
Report 24564: Woman recalls multiple witness daylight sighting on Shawnigan Lake | Class A 	2008-10-02T12:00:00Z	-123.3647	48.35765000000001	24564	A	ERROR	ERROR	ERROR
Report 24806: Motorists recount incident on the side of a highway near the BC-Alberta border | Class A 	1978-08-15T12:00:00Z	-118.188	50.58304	24806	A	ERROR	ERROR	ERROR
Report 26050: Memory told of an inquisitive sasquatch sighted near Port Hardy | Class A 	1992-10-15T12:00:00Z	-127.735	50.86040000000001	26050	A	ERROR	ERROR	ERROR
Report 26765: Man recalls seeing a sasquatch near Little Qualicum Falls on Vancouver Island | Class A 	1987-08-15T12:00:00Z	-124.6929	49.4085	26765	A	ERROR	ERROR	ERROR
Report 28740: Man recollects multiple encounters from 1970 to present near Kootenay, Chadsey & Davis Lakes | Class A 	1993-07-30T12:00:00Z	-116.5133	49.41289	28740	A	ERROR	ERROR	ERROR
Report 34822: Memory told of a nighttime sighting while traveling on a mountainside near Rossland | Class A 	1969-09-15T12:00:00Z	-117.9636	49.20805	34822	A	ERROR	ERROR	ERROR
Report 2404: Girl celebrating her birthday has encounter with upright animal walking through yard | Class A 	2005-03-14T12:00:00Z	-98.03333000000002	50.25	2404	A	ERROR	ERROR	ERROR
Report 8576: Man recalls seeing a sasquatch in the early evening near Great Falls | Class A 	1976-09-15T12:00:00Z	-96.17149000000002	50.5697	8576	A	ERROR	ERROR	ERROR
Report 12335: Daylight sighitng by motorist on Hwy 6 near Easterville | Class A 	1990-09-24T12:00:00Z	-99.11815	52.9884	12335	A	ERROR	ERROR	ERROR
Report 12908: Daylight sighting by ferry operator at Nelson River crossing, north of Norway House. | Class A 	2005-04-16T12:00:00Z	-97.595	54.245	12908	A	ERROR	ERROR	ERROR
Report 21795: Childhood incidents in Manitoba | Class A 	1965-07-15T12:00:00Z	-100.9129	50.91725	21795	A	ERROR	ERROR	ERROR
Report 35177: Tall manlike creature seen while on a family outing near The Pas | Class A 	2007-05-19T12:00:00Z	-101.274	53.99	35177	A	ERROR	ERROR	ERROR
Report 15343: Daytime sighting by motorist close to Maine/New Brunswick border | Class A 	2002-07-28T12:00:00Z	-67.05334000000001	45.67460000000001	15343	A	ERROR	ERROR	ERROR
Report 17221: Motorists Observe Creature Along Trans-Canada Highway | Class A 	2006-06-06T12:00:00Z	-64.4627	45.98334999999999	17221	A	ERROR	ERROR	ERROR
Report 1615: Motorists have nighttime sighting near Grimsby. | Class A 	1978-08-19T12:00:00Z	-79.5985	43.2114	1615	A	ERROR	ERROR	ERROR
Report 5873: Man describes childhood sighting at a cabin in Ufford County | Class A 	2007-02-10T12:00:00Z	-79.13379999999999	45.01904	5873	A	ERROR	ERROR	ERROR
Report 9516: Woman recalls childhood sighting outside a cottage in the Southern Georgian Bay area. | Class A 	2007-01-29T12:00:00Z	-79.76308	44.86073	9516	A	ERROR	ERROR	ERROR
Report 10611: Night time sighting by policeman on the Trans-Canada Hwy, ~100 miles west of Cochrane. | Class A 	2007-01-29T12:00:00Z	-81.00552999999999	49.16669	10611	A	ERROR	ERROR	ERROR
Report 13267: Morning encounter with a moose hunter in northern Ontario | Class A 	1990-10-27T12:00:00Z	-93.88194	51.03445000000001	13267	A	ERROR	ERROR	ERROR
Report 13627: Pre-dawn road crossing sighting by trucker 40 miles west of Toronto | Class A 	2007-01-17T12:00:00Z	-80.60942	43.62427	13627	A	ERROR	ERROR	ERROR
